clip_id,display_name,hash,timecode_start,timecode_end,userpath
117,KT8177_1.WA01.58E758E76E77A; KT8177_2.WA02.58E758E76E77A; KT8177_3.WA03.58E758E76E77A; KT8177_4.WA04.58E758E76E77A; KT8177_7.WA07.58E758E76E77A; KT8177_8.WA08.58E758E76E77A;     412A /t 4   ,2:496a167769ad6751d2bb1ca75414729f; 2:e88568ebca00f0c8bc241fdcee3174c4; 2:c3441d03992a119a18a411c7dfdadc95; 2:ca8d3cdb4b81d4b7cf4bf5645ff32dec; 2:93d4a86174a0d91243940e0b3c5218a5; 2:cf59330df93e08a663e0ae810de91404,00:00:00:00:100/1,00:01:58:60:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8177_1.WA01.58E758E76E77A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8177_2.WA02.58E758E76E77A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8177_3.WA03.58E758E76E77A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8177_4.WA04.58E758E76E77A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8177_7.WA07.58E758E76E77A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8177_8.WA08.58E758E76E77A.mxf
118,KT8178_1.WA01.58E758E76E7AA; KT8178_2.WA02.58E758E76E7AA; KT8178_3.WA03.58E758E76E7AA; KT8178_4.WA04.58E758E76E7AA; KT8178_7.WA07.58E758E76E7AA; KT8178_8.WA08.58E758E76E7BA;     412A /t 5   ,2:7bcf4a0e468c99d844bee47c757660c4; 2:bba7e20721a5f0bb72dbdc5fcedeadb2; 2:8cba29fbf6b57f5d556b60b2ad05e7cf; 2:91f95be2f32b86ac7547549a213f32ed; 2:4f79931615c1775f3e70676b20188afe; 2:8fc0eb8f6ce6f25028b18420b1c9302c,00:00:00:00:100/1,00:01:48:44:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8178_1.WA01.58E758E76E7AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8178_2.WA02.58E758E76E7AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8178_3.WA03.58E758E76E7AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8178_4.WA04.58E758E76E7AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8178_7.WA07.58E758E76E7AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8178_8.WA08.58E758E76E7BA.mxf
119,KT8179_1.WA01.58E758E76E7DA; KT8179_2.WA02.58E758E76E7DA; KT8179_3.WA03.58E758E76E7DA; KT8179_4.WA04.58E758E76E7DA; KT8179_7.WA07.58E758E76E7DA; KT8179_8.WA08.58E758E76E7DA;     412B /t 1   ,2:576c63d8819169aeeff4bae9708ead4d; 2:6f2c04302050037939c6e07fa82e6020; 2:1c0fbcf29403593b691225ee2cf11a0f; 2:a138963cd0338e8cc4ba165dcd95d8cd; 2:aed8e2b0405330688bb83e90c4fe65a1; 2:a1593cdf531bee25691eb1d2705d253d,00:00:00:00:100/1,00:01:54:80:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8179_1.WA01.58E758E76E7DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8179_2.WA02.58E758E76E7DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8179_3.WA03.58E758E76E7DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8179_4.WA04.58E758E76E7DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8179_7.WA07.58E758E76E7DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8179_8.WA08.58E758E76E7DA.mxf
120,KT8181_1.WA01.58E758E76E81A; KT8181_2.WA02.58E758E76E81A; KT8181_3.WA03.58E758E76E81A; KT8181_4.WA04.58E758E76E81A; KT8181_7.WA07.58E758E76E81A; KT8181_8.WA08.58E758E76E81A;     412C /t 1   ,2:5a4e860e0dac17ef9846cb1af69d106d; 2:46c4a96e1577c65b2824e032efb4e666; 2:0bc2e0c70da9776e32a651a6894a92fd; 2:ec89f38b6be403b778e7badd99a5e600; 2:eb1a4aebe4e237e74768a3daa53ee59c; 2:3c20d9f2593a3ed838050ec2c54f28f0,00:00:00:00:100/1,00:01:27:64:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8181_1.WA01.58E758E76E81A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8181_2.WA02.58E758E76E81A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8181_3.WA03.58E758E76E81A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8181_4.WA04.58E758E76E81A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8181_7.WA07.58E758E76E81A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8181_8.WA08.58E758E76E81A.mxf
121,KT8180_1.WA01.58E758E76E7FA; KT8180_2.WA02.58E758E76E7FA; KT8180_3.WA03.58E758E76E7FA; KT8180_4.WA04.58E758E76E7FA; KT8180_7.WA07.58E758E76E7FA; KT8180_8.WA08.58E758E76E7FA;     412B /t 2   ,2:136eb693b1b4e8f5b194131acaef5e84; 2:0f700d7e756e5d01bb1593b10a5256c0; 2:8c3b619b2a6e768535aaf885e5b69258; 2:b9bd3bbd1fe77e775fcf1879848f8942; 2:32a4f01e797025cba964c72a3381619f; 2:bf5c6896a1a3555dde5fb0a5c5f4d037,00:00:00:00:100/1,00:01:55:72:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8180_1.WA01.58E758E76E7FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8180_2.WA02.58E758E76E7FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8180_3.WA03.58E758E76E7FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8180_4.WA04.58E758E76E7FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8180_7.WA07.58E758E76E7FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8180_8.WA08.58E758E76E7FA.mxf
122,KT8182_1.WA01.58E758E76E83A; KT8182_2.WA02.58E758E76E83A; KT8182_3.WA03.58E758E76E83A; KT8182_4.WA04.58E758E76E83A; KT8182_7.WA07.58E758E76E83A; KT8182_8.WA08.58E758E76E83A;     412C /t 2   ,2:264f8b1ee112c3f6756a8ecfe0653ef3; 2:b29aa3f548fe18257917a19029e818cb; 2:ece1ddf3a899f619a146be80da74de59; 2:61f5ee9e1614a59a2209735efce4af8e; 2:84e2fe317ea806d989404bab38880b8a; 2:b741b2dfd114949f0770b4969c7cbdb0,00:00:00:00:100/1,00:01:36:32:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8182_1.WA01.58E758E76E83A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8182_2.WA02.58E758E76E83A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8182_3.WA03.58E758E76E83A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8182_4.WA04.58E758E76E83A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8182_7.WA07.58E758E76E83A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8182_8.WA08.58E758E76E83A.mxf
123,KT8183_2.WA02.58E758E76E85A; KT8183_7.WA07.58E758E76E85A; KT8183_8.WA08.58E758E76E85A;  VO 403  /w 1   ,2:d6cbc22f76359e8bcd1f9951c754b400; 2:3054b42721240778447d3751a8ac27a4; 2:884ccb0bb90ae0ec1a8d9f8d7d452ed3,00:00:00:00:100/1,00:01:26:36:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8183_2.WA02.58E758E76E85A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8183_7.WA07.58E758E76E85A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8183_8.WA08.58E758E76E85A.mxf
124,KT8184_2.WA02.58E758E76E86A; KT8184_7.WA07.58E758E76E86A; KT8184_8.WA08.58E758E76E86A;  VO 403  /w 2   ,2:aed5104c7627846b6ba58bc30c10fccc; 2:1461b77c0a0f06caa445165f426a64a1; 2:d9d6e1f6418418309d55add1d41dc3f1,00:00:00:00:100/1,00:00:27:88:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8184_2.WA02.58E758E76E86A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8184_7.WA07.58E758E76E86A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8184_8.WA08.58E758E76E86A.mxf
125,KT8185_1.WA01.58E758E76E86A; KT8185_2.WA02.58E758E76E86A; KT8185_4.WA04.58E758E76E86A; KT8185_7.WA07.58E758E76E86A; KT8185_8.WA08.58E758E76E86A;     415  /t 1   ,2:e6f992e975582ddf4b5a5ecf44f1dca3; 2:87702dc9595f803db0460444dce5e644; 2:98d7c52d1c29d6b330077bb0a69c63c4; 2:e88495ed86ff2347e04a36aebdff411c; 2:ef2c7c695d23d2516ad19446a579e77e,00:00:00:00:100/1,00:01:45:48:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8185_1.WA01.58E758E76E86A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8185_2.WA02.58E758E76E86A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8185_4.WA04.58E758E76E86A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8185_7.WA07.58E758E76E86A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8185_8.WA08.58E758E76E86A.mxf
126,KT8187_1.WA01.58E758E76E89A; KT8187_2.WA02.58E758E76E89A; KT8187_4.WA04.58E758E76E89A; KT8187_7.WA07.58E758E76E89A; KT8187_8.WA08.58E758E76E89A;     415  /t 3   ,2:2c7a6c223027b5b4ab99d073a0d06a63; 2:64e4fe51a2d17992faf07c112cba2ce8; 2:eb0cac358c378e371116c2ed5f69ea99; 2:4182f117927a6ff0bf648f16a799afe3; 2:b7555cd9738bd0792a0984c5662af473,00:00:00:00:100/1,00:00:49:80:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8187_1.WA01.58E758E76E89A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8187_2.WA02.58E758E76E89A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8187_4.WA04.58E758E76E89A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8187_7.WA07.58E758E76E89A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8187_8.WA08.58E758E76E89A.mxf
127,KT8188_1.WA01.58E758E76E8AA; KT8188_2.WA02.58E758E76E8AA; KT8188_4.WA04.58E758E76E8AA; KT8188_7.WA07.58E758E76E8AA; KT8188_8.WA08.58E758E76E8AA;     415  /t 4   ,2:4dd24dd2db914fc43e382d1654f16b1f; 2:902701660d316974996c57023aafa415; 2:ce6e4fd1db4e9c00e13625b875d46670; 2:12741bb317258eab2381defcd234cbdd; 2:d76dab62f171938cc70e7cb0933ff31e,00:00:00:00:100/1,00:01:00:52:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8188_1.WA01.58E758E76E8AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8188_2.WA02.58E758E76E8AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8188_4.WA04.58E758E76E8AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8188_7.WA07.58E758E76E8AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8188_8.WA08.58E758E76E8AA.mxf
128,KT8186_1.WA01.58E758E76E88A; KT8186_2.WA02.58E758E76E88A; KT8186_4.WA04.58E758E76E88A; KT8186_7.WA07.58E758E76E88A; KT8186_8.WA08.58E758E76E88A;     415  /t 2   ,2:f3dbf9e22bd07ff4df0708bebe2f2df1; 2:317cbf6d4b8d5c2b8d5517d428c8a1df; 2:f418708553379561eab67e570b18ad4a; 2:1d2a19add1405c570eebaaadba5ba8a2; 2:cd2efc7bf965ca4c8a389493dc6f59bd,00:00:00:00:100/1,00:01:16:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8186_1.WA01.58E758E76E88A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8186_2.WA02.58E758E76E88A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8186_4.WA04.58E758E76E88A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8186_7.WA07.58E758E76E88A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8186_8.WA08.58E758E76E88A.mxf
129,KT8190_1.WA01.58E758E76E8DA; KT8190_2.WA02.58E758E76E8DA; KT8190_4.WA04.58E758E76E8DA; KT8190_7.WA07.58E758E76E8DA; KT8190_8.WA08.58E758E76E8DA;     415  /t 6   ,2:0b4d88afe9d767f1bab03fa5cffad30d; 2:d0dd3f4a704a8c6ea269f7d8b1594c5a; 2:bb3262cc31b5a9d5b919867cc93d9c68; 2:3d6d8559dce4344595ff7b9adfb1ad91; 2:ebb08b61f53b2b9171ff61a313d12828,00:00:00:00:100/1,00:01:43:84:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8190_1.WA01.58E758E76E8DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8190_2.WA02.58E758E76E8DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8190_4.WA04.58E758E76E8DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8190_7.WA07.58E758E76E8DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8190_8.WA08.58E758E76E8DA.mxf
130,KT8189_1.WA01.58E758E76E8BA; KT8189_2.WA02.58E758E76E8BA; KT8189_4.WA04.58E758E76E8BA; KT8189_7.WA07.58E758E76E8BA; KT8189_8.WA08.58E758E76E8BA;     415  /t 5   ,2:6a5cc2519fd60a12785165859a6ead53; 2:2b094544bb8cb55fc8bb86d6b070d908; 2:e7bc96176b1bd5fae5b1f75498b8bd29; 2:cc06f5e50cc7ae243ac9872635bce72d; 2:3fda4e3c4bd17acf8ba79b145304fb5d,00:00:00:00:100/1,00:01:54:96:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8189_1.WA01.58E758E76E8BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8189_2.WA02.58E758E76E8BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8189_4.WA04.58E758E76E8BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8189_7.WA07.58E758E76E8BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8189_8.WA08.58E758E76E8BA.mxf
131,KT8191_1.WA01.58E758E76E8FA; KT8191_2.WA02.58E758E76E8FA; KT8191_4.WA04.58E758E76E8FA; KT8191_7.WA07.58E758E76E8FA; KT8191_8.WA08.58E758E76E8FA;     415  /t 7   ,2:37dfd6cbf2da60db16582cdef89dbf34; 2:df6f4d1a8e9e0092a24939e21f6e1028; 2:81bc223330895f13ce0b6106142c585d; 2:3d967d47d0dd8c86cda5bd562117b9bb; 2:7fd4fc00dfb23fab234bb24e89a3cd97,00:00:00:00:100/1,00:01:00:96:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8191_1.WA01.58E758E76E8FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8191_2.WA02.58E758E76E8FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8191_4.WA04.58E758E76E8FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8191_7.WA07.58E758E76E8FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8191_8.WA08.58E758E76E8FA.mxf
132,KT8192_1.WA01.58E758E76E90A; KT8192_2.WA02.58E758E76E90A; KT8192_4.WA04.58E758E76E90A; KT8192_7.WA07.58E758E76E90A; KT8192_8.WA08.58E758E76E90A;     415  /t 8   ,2:b65a43a44d73bf92e6ca5b74f5368514; 2:e9d86fab8500ed96c8624f9fcc9bd9c1; 2:e33ae0d247a47b86c359a7bb8d5476bf; 2:42d361502379a589e14056a69c658f18; 2:905597edf753c8dfd2465cd454bd31f7,00:00:00:00:100/1,00:01:27:48:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8192_1.WA01.58E758E76E90A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8192_2.WA02.58E758E76E90A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8192_4.WA04.58E758E76E90A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8192_7.WA07.58E758E76E90A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8192_8.WA08.58E758E76E90A.mxf
133,KT8193_1.WA01.58E758E76E91A; KT8193_2.WA02.58E758E76E91A; KT8193_4.WA04.58E758E76E91A; KT8193_7.WA07.58E758E76E91A; KT8193_8.WA08.58E758E76E91A;     415  /t 9   ,2:62d26f5a097148af90f3c67d3c3e16fc; 2:a8326c47ae93615e6969cd7b3eca1635; 2:da243f69f58ebfff65d61957eec03a89; 2:d6c54ee4e373c97f41278dda863c00d6; 2:b75f02c3dfe4452c4695f9a9c1247d33,00:00:00:00:100/1,00:00:53:56:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8193_1.WA01.58E758E76E91A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8193_2.WA02.58E758E76E91A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8193_4.WA04.58E758E76E91A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8193_7.WA07.58E758E76E91A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8193_8.WA08.58E758E76E91A.mxf
134,KT8194_1.WA01.58E758E76E92A; KT8194_2.WA02.58E758E76E92A; KT8194_4.WA04.58E758E76E92A; KT8194_7.WA07.58E758E76E92A; KT8194_8.WA08.58E758E76E93A;     415  /t10   ,2:23c34112c4ec776b4a4ffa3f784696f4; 2:4826f45ec91f3032d4663a90c0cae8f5; 2:8b305da53ea7ec0288606f380d196cd4; 2:6bf842d5cb3ba18f08a14acf1276fad1; 2:edea9f1de1d9f9c1c131ae96d4fe88c0,00:00:00:00:100/1,00:01:53:24:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8194_1.WA01.58E758E76E92A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8194_2.WA02.58E758E76E92A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8194_4.WA04.58E758E76E92A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8194_7.WA07.58E758E76E92A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8194_8.WA08.58E758E76E93A.mxf
135,KT8195-5.WA05.58E758E76E94A; KT8195-6.WA06.58E758E76E94A;     415  /w11   ,2:7bdbfa22759822e20c676f7ca721e317; 2:588e770802a509b6935671ec6ed956f3,00:00:00:00:100/1,00:04:09:36:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8195-5.WA05.58E758E76E94A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8195-6.WA06.58E758E76E94A.mxf
136,KT8195_1.WA01.58E758E76E96A; KT8195_4.WA04.58E758E76E96A; KT8195_7.WA07.58E758E76E96A; KT8195_8.WA08.58E758E76E96A;     415  /w11   ,2:69b133969f61998c93ad95824c4b65ba; 2:f0820b2f442a31a7f06c21d5f5ed6920; 2:370385a959dbb93b7a38281d6d82d1ec; 2:bb9013f3b43b093a8e3b81b8434fc379,00:00:00:00:100/1,00:04:09:36:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8195_1.WA01.58E758E76E96A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8195_4.WA04.58E758E76E96A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8195_7.WA07.58E758E76E96A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8195_8.WA08.58E758E76E96A.mxf
137,KT8196-5.WA05.58E758E76E99A; KT8196-6.WA06.58E758E76E99A;     412  /w 1   ,2:2e014ba85886386f709574a0bbd8187f; 2:40eab403ecebe62ef8dbbbc06d959db6,00:00:00:00:100/1,00:01:38:52:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8196-5.WA05.58E758E76E99A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8196-6.WA06.58E758E76E99A.mxf
138,KT8196_1.WA01.58E758E76E9AA; KT8196_7.WA07.58E758E76E9AA; KT8196_8.WA08.58E758E76E9AA;     412  /w 1   ,2:2dd5f4fc6720d3261ad58017f84be6c6; 2:4fa5953789877d47bb5853b1bb3593bf; 2:3d355efb409180f3eef6573b15ac012b,00:00:00:00:100/1,00:01:38:52:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8196_1.WA01.58E758E76E9AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8196_7.WA07.58E758E76E9AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8196_8.WA08.58E758E76E9AA.mxf
139,KT8197-5.WA05.58E758E76E9BA; KT8197-6.WA06.58E758E76E9BA;     412  /w 2   ,2:258193e208d5c91de282d4bf6c6cace0; 2:94b2e873adfd9dc8ea69ec3d0e389332,00:00:00:00:100/1,00:02:46:72:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8197-5.WA05.58E758E76E9BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8197-6.WA06.58E758E76E9BA.mxf
140,KT8198-5.WA05.58E758E76E9EA; KT8198-6.WA06.58E758E76E9EA;     415  /w12   ,2:fee7bb1dc4c3d9e3484c91df25ea9c24; 2:463041718e1df2f685f24b33a0a484c7,00:00:00:00:100/1,00:02:00:64:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8198-5.WA05.58E758E76E9EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8198-6.WA06.58E758E76E9EA.mxf
141,KT8197_1.WA01.58E758E76E9CA; KT8197_7.WA07.58E758E76E9CA; KT8197_8.WA08.58E758E76E9CA;     412  /w 2   ,2:1f99897d5275be25a088d9405e4c6a90; 2:0d06a022c61b42081f351510b904b6c8; 2:a2ce032924d7d194ee5a2e4f42bc35db,00:00:00:00:100/1,00:02:46:72:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8197_1.WA01.58E758E76E9CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8197_7.WA07.58E758E76E9CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8197_8.WA08.58E758E76E9CA.mxf
142,KT8198_1.WA01.58E758E76E9FA; KT8198_7.WA07.58E758E76E9FA; KT8198_8.WA08.58E758E76E9FA;     415  /w12   ,2:eb9ac0f4a0ad6a027d21c485f375ac20; 2:0f979c3bea416c82a19ff30f651e412b; 2:6a2af685398bc19f3fdb029b241b0bdb,00:00:00:00:100/1,00:02:00:64:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8198_1.WA01.58E758E76E9FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8198_7.WA07.58E758E76E9FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8198_8.WA08.58E758E76E9FA.mxf
143,KT8199_1.WA01.58E758E76EA0A; KT8199_2.WA02.58E758E76EA0A; KT8199_4.WA04.58E758E76EA0A; KT8199_7.WA07.58E758E76EA0A; KT8199_8.WA08.58E758E76EA0A;     415A /t 1   ,2:7f1c41e7e3d7569933f2b2f0d67afad4; 2:5448fd0da8729c6a53d9700c7b4cb6ff; 2:dee92fa21e6d53f19ea93cdc02574e97; 2:43fd24f8e2635b168689482157d9ab23; 2:7e496e0b7418d35c44e06867781641b2,00:00:00:00:100/1,00:01:07:88:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8199_1.WA01.58E758E76EA0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8199_2.WA02.58E758E76EA0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8199_4.WA04.58E758E76EA0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8199_7.WA07.58E758E76EA0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8199_8.WA08.58E758E76EA0A.mxf
144,KT8200_1.WA01.58E758E76EA1A; KT8200_2.WA02.58E758E76EA1A; KT8200_4.WA04.58E758E76EA1A; KT8200_7.WA07.58E758E76EA1A; KT8200_8.WA08.58E758E76EA1A;     415A /t 2   ,2:98c7aaf2b97746f50862cc590c8ef061; 2:6cf1f2368e9ae5967ace04c95dff13e8; 2:a98f535dfbe017bce88ee8ca9ad1c778; 2:dcb1524694ed5e1d960c9e6a1953a356; 2:0d1428a02b9dbdb8a9c499c8e8f2dff5,00:00:00:00:100/1,00:00:55:32:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8200_1.WA01.58E758E76EA1A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8200_2.WA02.58E758E76EA1A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8200_4.WA04.58E758E76EA1A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8200_7.WA07.58E758E76EA1A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8200_8.WA08.58E758E76EA1A.mxf
145,KT8201_1.WA01.58E758E76EA2A; KT8201_2.WA02.58E758E76EA2A; KT8201_4.WA04.58E758E76EA2A; KT8201_7.WA07.58E758E76EA2A; KT8201_8.WA08.58E758E76EA2A;     415A /t 3   ,2:432307fc1396e2760b64e133169d9788; 2:5b8aa1f3e8671045724a5362ab031101; 2:fea5a4613b87f701071ad31ba09957cd; 2:e0b080a220c1bcd1c43023bbf48783d3; 2:c1b1e436ae4890b773ffbd51539cd9c0,00:00:00:00:100/1,00:01:18:68:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8201_1.WA01.58E758E76EA2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8201_2.WA02.58E758E76EA2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8201_4.WA04.58E758E76EA2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8201_7.WA07.58E758E76EA2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8201_8.WA08.58E758E76EA2A.mxf
146,KT8202_1.WA01.58E758E76EA4A; KT8202_2.WA02.58E758E76EA4A; KT8202_4.WA04.58E758E76EA4A; KT8202_7.WA07.58E758E76EA4A; KT8202_8.WA08.58E758E76EA4A;     415A /t 4   ,2:4c05d6e522a502dd24fc4ef2d36e6b16; 2:065812c0b91965983fe7c194ab29bea7; 2:9d44fad25ad114bb4541f4dd6a5f8b53; 2:d57f890931469ebfc250d63945e87e1f; 2:587a23c070db27d627760de499720532,00:00:00:00:100/1,00:01:19:16:100/1,Avid MediaFiles/MXF/AVID2.1 20170406/KT8202_1.WA01.58E758E76EA4A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8202_2.WA02.58E758E76EA4A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8202_4.WA04.58E758E76EA4A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8202_7.WA07.58E758E76EA4A.mxf; Avid MediaFiles/MXF/AVID2.1 20170406/KT8202_8.WA08.58E758E76EA4A.mxf
