clip_id,display_name,hash,timecode_start,timecode_end,userpath
857,KT8909_1.WA01.59065906F209A; KT8909_2.WA02.59065906F209A; KT8909_3.WA03.59065906F209A; KT8909_7.WA07.59065906F209A; KT8909_8.WA08.59065906F209A;     810  /t 3   ,2:2e4ac3964a826770deb3289fe412b859; 2:bbe8269cd4b36cbf2892ca92fbae4fa2; 2:c7edcb9a713dbb918d1dfb2abd84571b; 2:f4b374722f09c953ac80083eb977959d; 2:fed1fad8d0d182a27d4db033f2cf39f3,00:00:00:00:100/1,00:01:13:64:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8909_1.WA01.59065906F209A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8909_2.WA02.59065906F209A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8909_3.WA03.59065906F209A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8909_7.WA07.59065906F209A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8909_8.WA08.59065906F209A.mxf
858,KT8908_1.WA01.59065906F208A; KT8908_2.WA02.59065906F208A; KT8908_3.WA03.59065906F208A; KT8908_7.WA07.59065906F208A; KT8908_8.WA08.59065906F208A;     810  /t 2   ,2:8b13cc09d8ac97da4975d6520c3881e1; 2:232ac78da805629d5eaf72b7c87c7996; 2:e5ba686408dec652a1de72a299fe0d4a; 2:9b54a97b4126bbd2436819946463b966; 2:effbab7f8dd7c4e55321ec41e4453e3e,00:00:00:00:100/1,00:01:25:08:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8908_1.WA01.59065906F208A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8908_2.WA02.59065906F208A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8908_3.WA03.59065906F208A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8908_7.WA07.59065906F208A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8908_8.WA08.59065906F208A.mxf
859,KT8910_1.WA01.59065906F20AA; KT8910_2.WA02.59065906F20AA; KT8910_3.WA03.59065906F20AA; KT8910_7.WA07.59065906F20AA; KT8910_8.WA08.59065906F20AA;     810  /t 4   ,2:f0c8824db12a07de0d87dde8a122ba40; 2:256c5ae64a05774b5545e4370555f5eb; 2:2b26708b70b0e8c1d1d1a7ad4d27c9b4; 2:eef6a6d7abd7c30a5bb9a8ed6c8a07cb; 2:e85b06d303273a484b8d33fbcfa2d5f6,00:00:00:00:100/1,00:01:19:84:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8910_1.WA01.59065906F20AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8910_2.WA02.59065906F20AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8910_3.WA03.59065906F20AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8910_7.WA07.59065906F20AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8910_8.WA08.59065906F20AA.mxf
860,KT8911_1.WA01.59065906F20BA; KT8911_2.WA02.59065906F20BA; KT8911_3.WA03.59065906F20BA; KT8911_7.WA07.59065906F20BA; KT8911_8.WA08.59065906F20BA;     810  /t 5   ,2:60d01da1b3273ba613447f8350d3445f; 2:2f6620d878358943dd51c0c9df612e7e; 2:92a5cf5735ef6d48c629be87474dd2e5; 2:94deebd30576a80c44d0e73074c655aa; 2:f7b4d7034779eed8fbdb4dc9f438fede,00:00:00:00:100/1,00:01:51:56:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8911_1.WA01.59065906F20BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8911_2.WA02.59065906F20BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8911_3.WA03.59065906F20BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8911_7.WA07.59065906F20BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8911_8.WA08.59065906F20BA.mxf
861,KT8912_1.WA01.59065906F20CA; KT8912_2.WA02.59065906F20CA; KT8912_3.WA03.59065906F20CA; KT8912_7.WA07.59065906F20CA; KT8912_8.WA08.59065906F20CA;     810A /t 1   ,2:c5f3f483f8bb1c4c346a046993e0dbfb; 2:ac93988dc168a54ada1eef5dab0f6a97; 2:299e94653a3eeb58b1e6df80c75bdabb; 2:b760a67c4086c735068801c2b2d125d7; 2:795cee77b5e3c205f4c0ffbb5ea8e322,00:00:00:00:100/1,00:02:18:60:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8912_1.WA01.59065906F20CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8912_2.WA02.59065906F20CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8912_3.WA03.59065906F20CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8912_7.WA07.59065906F20CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8912_8.WA08.59065906F20CA.mxf
862,KT8913_1.WA01.59065906F20EA; KT8913_2.WA02.59065906F20EA; KT8913_3.WA03.59065906F20EA; KT8913_7.WA07.59065906F20EA; KT8913_8.WA08.59065906F20EA;     810A /t 2   ,2:2671348815aa28b8141068d469dd257f; 2:1f07f2ffb404ef9789f27156d2baed51; 2:a14222b152f516f17e611c38369a4fb3; 2:6fdbc34f4b8701e8964f2bf16364d570; 2:c9e682dff75e18a57abfb300466c0b2b,00:00:00:00:100/1,00:01:23:64:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8913_1.WA01.59065906F20EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8913_2.WA02.59065906F20EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8913_3.WA03.59065906F20EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8913_7.WA07.59065906F20EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8913_8.WA08.59065906F20EA.mxf
863,KT8914_1.WA01.59065906F20FA; KT8914_2.WA02.59065906F20FA; KT8914_3.WA03.59065906F20FA; KT8914_7.WA07.59065906F20FA; KT8914_8.WA08.59065906F20FA;     828  /t 1   ,2:c601794880ab7ccc76b62d5ee877c817; 2:dc43599cd99a4f8953c55784a8c50af5; 2:34582bf627b96859f1de8749f23156bf; 2:05681ecdb37e4ce47eb754bdb56258f5; 2:ab2667c9e9dda951fdde5f99a60803f9,00:00:00:00:100/1,00:02:09:84:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8914_1.WA01.59065906F20FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8914_2.WA02.59065906F20FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8914_3.WA03.59065906F20FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8914_7.WA07.59065906F20FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8914_8.WA08.59065906F20FA.mxf
864,KT8915_1.WA01.59065906F211A; KT8915_2.WA02.59065906F211A; KT8915_3.WA03.59065906F211A; KT8915_7.WA07.59065906F211A; KT8915_8.WA08.59065906F211A;     828  /t 2   ,2:1589a751fc6777a5e74fff05965b25d7; 2:c8aed9e17776bf623e7953f5e3edcd54; 2:6299c33772e6dc75a7d03c60eb842a89; 2:6cfb1baf9e4a94d060f3fe390351a82a; 2:e7ef112b2de73af151c095142e4c2b97,00:00:00:00:100/1,00:02:13:84:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8915_1.WA01.59065906F211A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8915_2.WA02.59065906F211A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8915_3.WA03.59065906F211A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8915_7.WA07.59065906F211A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8915_8.WA08.59065906F211A.mxf
865,KT8916_1.WA01.59065906F212A; KT8916_2.WA02.59065906F213A; KT8916_3.WA03.59065906F213A; KT8916_7.WA07.59065906F213A; KT8916_8.WA08.59065906F213A;     828  /t 3   ,2:ffbb6975c160e26af84dac2582a11410; 2:6d77d21cc4fb68179641c73c095c1802; 2:fb4761da44ba1c547a719af077c61ae6; 2:ee748f1453d2acaccc5de5278761da2d; 2:47584e2e7a88a45ac8c2302dd123d9cd,00:00:00:00:100/1,00:02:36:96:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8916_1.WA01.59065906F212A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8916_2.WA02.59065906F213A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8916_3.WA03.59065906F213A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8916_7.WA07.59065906F213A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8916_8.WA08.59065906F213A.mxf
866,KT8917_1.WA01.59065906F214A; KT8917_2.WA02.59065906F214A; KT8917_3.WA03.59065906F214A; KT8917_7.WA07.59065906F214A; KT8917_8.WA08.59065906F214A;     828  /t 4   ,2:f073a84e398d9b2d8343c39935cea614; 2:a6b9627c1ba606bbf1bc3a05bb2eb494; 2:9836e831d3a03076a94f39fe3bc3f399; 2:04e118e7505d281f03dd83b15117b84a; 2:63ca5c023fe0488d5c904e7b4ebad8f5,00:00:00:00:100/1,00:02:37:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8917_1.WA01.59065906F214A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8917_2.WA02.59065906F214A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8917_3.WA03.59065906F214A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8917_7.WA07.59065906F214A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8917_8.WA08.59065906F214A.mxf
867,KT8919_1.WA01.59065906F218A; KT8919_2.WA02.59065906F218A; KT8919_3.WA03.59065906F218A; KT8919_7.WA07.59065906F218A; KT8919_8.WA08.59065906F218A;     828A /t 2   ,2:c293b446de71536099f23637438668b2; 2:ca08f228af481c01cceb359468708932; 2:dea78aef626070e19e7e8785ee39468f; 2:04dfed5fd56acefb778129102df3ac4b; 2:ce0a57ec78bbabe7e49980a602ffc97b,00:00:00:00:100/1,00:02:35:48:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8919_1.WA01.59065906F218A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8919_2.WA02.59065906F218A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8919_3.WA03.59065906F218A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8919_7.WA07.59065906F218A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8919_8.WA08.59065906F218A.mxf
868,KT8918_1.WA01.59065906F216A; KT8918_2.WA02.59065906F216A; KT8918_3.WA03.59065906F216A; KT8918_7.WA07.59065906F216A; KT8918_8.WA08.59065906F216A;     828A /t 1   ,2:873dbbbee977769773ff69db0175d2e6; 2:955b1986a3f69dae7f4108378b7f2f81; 2:66e60cf86bec81346ec070c13d77eb4b; 2:85681e662848c59761bca76563945852; 2:a60ca840e9714f79abd592e68577d53b,00:00:00:00:100/1,00:02:14:76:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8918_1.WA01.59065906F216A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8918_2.WA02.59065906F216A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8918_3.WA03.59065906F216A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8918_7.WA07.59065906F216A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8918_8.WA08.59065906F216A.mxf
869,KT8920_1.WA01.59065906F21AA; KT8920_2.WA02.59065906F21AA; KT8920_3.WA03.59065906F21AA; KT8920_7.WA07.59065906F21AA; KT8920_8.WA08.59065906F21AA;     828A /t 3   ,2:251070124313f8a72ffce952c22a54f6; 2:41f96a79151853d3020d0c968f23baf8; 2:e8cd380dc197cb22aec09424a816e3c1; 2:d4c160eb674a3eda9caaa09ed2e8d4d3; 2:74aa0e48f0d2ee0b250c57d201d8ad2c,00:00:00:00:100/1,00:02:33:88:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8920_1.WA01.59065906F21AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8920_2.WA02.59065906F21AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8920_3.WA03.59065906F21AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8920_7.WA07.59065906F21AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8920_8.WA08.59065906F21AA.mxf
870,KT8922_1.WA01.59065906F21EA; KT8922_3.WA03.59065906F21EA; KT8922_7.WA07.59065906F21EA; KT8922_8.WA08.59065906F21EA;     828  /w 1   ,2:76e7e9d18895a1e32b107a6886b661ba; 2:60959fcb8aa504177cf4ab29bf2aa090; 2:f538b1c6089e0e540573de4c9fd4fcfb; 2:f2299f50f6e54f43809d7f1ec1bd44d3,00:00:00:00:100/1,00:00:49:72:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8922_1.WA01.59065906F21EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8922_3.WA03.59065906F21EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8922_7.WA07.59065906F21EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8922_8.WA08.59065906F21EA.mxf
871,KT8921_1.WA01.59065906F21CA; KT8921_2.WA02.59065906F21CA; KT8921_3.WA03.59065906F21CA; KT8921_7.WA07.59065906F21CA; KT8921_8.WA08.59065906F21CA;     828A /t 4   ,2:01ad91674a926baaf2df2c204cdbba0b; 2:f3895b07a27f391d4e04a4ca77070fcd; 2:e7cdd24c45ba54f8f92fa6781cd9470d; 2:b40bb4f8c9493b336c7b4342d5615018; 2:4439acdfc5e26e4630d42cf976d509df,00:00:00:00:100/1,00:02:29:48:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8921_1.WA01.59065906F21CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8921_2.WA02.59065906F21CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8921_3.WA03.59065906F21CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8921_7.WA07.59065906F21CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8921_8.WA08.59065906F21CA.mxf
872,KT8923_1.WA01.59065906F21EA; KT8923_3.WA03.59065906F21EA; KT8923_7.WA07.59065906F21EA; KT8923_8.WA08.59065906F21EA;     828  /w 2   ,2:a5f5895aa966931e194241f11095394f; 2:c28992e7094d1705ffd327e45e77990f; 2:46d8eba3c987a7c7f6c1dccd18b8ac50; 2:71c76ae4d828d7d00ca2aef7d5e340a3,00:00:00:00:100/1,00:01:05:32:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8923_1.WA01.59065906F21EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8923_3.WA03.59065906F21EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8923_7.WA07.59065906F21EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8923_8.WA08.59065906F21EA.mxf
873,KT8924_1.WA01.59065906F21FA; KT8924_3.WA03.59065906F21FA; KT8924_7.WA07.59065906F21FA; KT8924_8.WA08.59065906F21FA;     714  /t 1   ,2:dc34c025f693ec6d736f3e28824dc732; 2:60dd87d3767c71c50e81805d43c68df8; 2:dbbc7ebef1ce95cc75092c0b75254b81; 2:cb6a45418ae0f16b6da57361913c757d,00:00:00:00:100/1,00:01:23:40:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8924_1.WA01.59065906F21FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8924_3.WA03.59065906F21FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8924_7.WA07.59065906F21FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8924_8.WA08.59065906F21FA.mxf
874,KT8925_1.WA01.59065906F220A; KT8925_3.WA03.59065906F220A; KT8925_7.WA07.59065906F220A; KT8925_8.WA08.59065906F220A;     714  /t 2   ,2:f7b4e99e5b559ddbc761b9c3775f3b2d; 2:1837fdf3de09fda09ab68452cf52abcb; 2:a3af965bfd8c36d9530fb966902ec89d; 2:24bbb9804bde9fbda238f6b2bd7f62dd,00:00:00:00:100/1,00:01:22:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8925_1.WA01.59065906F220A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8925_3.WA03.59065906F220A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8925_7.WA07.59065906F220A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8925_8.WA08.59065906F220A.mxf
875,KT8926_1.WA01.59065906F221A; KT8926_3.WA03.59065906F221A; KT8926_7.WA07.59065906F221A; KT8926_8.WA08.59065906F221A;     714  /t 3   ,2:57ec3e3e98c600b4ef3fe8f908e996fa; 2:f084ee466f8c22c8e09cde2b78754f35; 2:ea64c9d8ed8c1b8b5bacd96f9eecbe22; 2:bde917224bcc0543abe76cb62a8860b4,00:00:00:00:100/1,00:01:23:76:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8926_1.WA01.59065906F221A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8926_3.WA03.59065906F221A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8926_7.WA07.59065906F221A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8926_8.WA08.59065906F221A.mxf
876,KT8927_1.WA01.59065906F222A; KT8927_3.WA03.59065906F222A; KT8927_7.WA07.59065906F222A; KT8927_8.WA08.59065906F222A;     714  /w 4   ,2:5647fb70333720d70752a9eecb83cf02; 2:b6d1acd9ec00ec6a9be3c5071a6c3f8a; 2:355f01fcad0abc0c46bfcf0123f35c41; 2:5b694c8ecdb96515452c91216b0b402e,00:00:00:00:100/1,00:00:48:68:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8927_1.WA01.59065906F222A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8927_3.WA03.59065906F222A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8927_7.WA07.59065906F222A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8927_8.WA08.59065906F222A.mxf
877,KT8928_1.WA01.59065906F223A; KT8928_7.WA07.59065906F223A; KT8928_8.WA08.59065906F223A;     716  /t 1   ,2:2f7107fbe793a963483d3aee5ab80ca2; 2:112802dee9e8336efdf99001b3d9bb71; 2:22250295e5e86767c4d8f0a3a59d87cd,00:00:00:00:100/1,00:01:07:68:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8928_1.WA01.59065906F223A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8928_7.WA07.59065906F223A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8928_8.WA08.59065906F223A.mxf
878,KT8929_1.WA01.59065906F223A; KT8929_7.WA07.59065906F223A; KT8929_8.WA08.59065906F223A;     716  /t 2   ,2:044748168f87f87401e1d88d8af9604e; 2:8255a1589959df5dc77a8f15f914b44f; 2:fabee034d0000c28519ab045ea817cfc,00:00:00:00:100/1,00:01:18:60:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8929_1.WA01.59065906F223A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8929_7.WA07.59065906F223A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8929_8.WA08.59065906F223A.mxf
879,KT8930_1.WA01.59065906F224A; KT8930_7.WA07.59065906F224A; KT8930_8.WA08.59065906F224A;     716  /t 3   ,2:32a252390adf918765a09f8e5c918784; 2:45e39afbcc85f2dd570d27d18c0ea744; 2:a3d84f33e6344175223ef9a59f885ecc,00:00:00:00:100/1,00:00:48:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8930_1.WA01.59065906F224A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8930_7.WA07.59065906F224A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8930_8.WA08.59065906F224A.mxf
880,KT8931_1.WA01.59065906F224A; KT8931_7.WA07.59065906F224A; KT8931_8.WA08.59065906F224A;     716  /t 4   ,2:d93ae13ae9b423e3d9db2bc3c708d53f; 2:b3eeed6125876e7cd4e4743324209627; 2:ded850bd7f5acec947b7c48ff6af8751,00:00:00:00:100/1,00:00:43:80:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8931_1.WA01.59065906F224A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8931_7.WA07.59065906F224A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8931_8.WA08.59065906F224A.mxf
881,KT8932_1.WA01.59065906F225A; KT8932_7.WA07.59065906F225A; KT8932_8.WA08.59065906F225A;     716  /t 5   ,2:25ef6ed2e73d16537c3b1eedb80697af; 2:52876f86c937b90dc2853f848ee65ac5; 2:79d385aa4662d86fc2753a8c5b858462,00:00:00:00:100/1,00:00:47:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8932_1.WA01.59065906F225A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8932_7.WA07.59065906F225A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8932_8.WA08.59065906F225A.mxf
882,KT8933_1.WA01.59065906F225A; KT8933_7.WA07.59065906F225A; KT8933_8.WA08.59065906F225A;     716  /t 6   ,2:0f3da6748dd2fe056b0109be2b49e423; 2:45488b85989700be37ad4f1df9952587; 2:c0ea78ec0bd729a20eb8bdcba951a225,00:00:00:00:100/1,00:00:27:40:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8933_1.WA01.59065906F225A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8933_7.WA07.59065906F225A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8933_8.WA08.59065906F225A.mxf
883,KT8934_1.WA01.59065906F226A; KT8934_7.WA07.59065906F226A; KT8934_8.WA08.59065906F226A;     716  /t 7   ,2:ed208b1f59dd76fdcfdc762d32262284; 2:3625b26b7dfbec3d0792a8e8404aada8; 2:d3dd1d7ed07ca1d0025fd9b72f7587cf,00:00:00:00:100/1,00:01:19:60:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8934_1.WA01.59065906F226A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8934_7.WA07.59065906F226A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8934_8.WA08.59065906F226A.mxf
884,KT8935_1.WA01.59065906F226A; KT8935_7.WA07.59065906F226A; KT8935_8.WA08.59065906F226A;     716  /t 8   ,2:749a2cb5a836c4ee36a42f3461e5b603; 2:1791674cc8717fb1456c118d0de9c894; 2:17b6dd507e9b837172bd350d9a13a809,00:00:00:00:100/1,00:00:44:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8935_1.WA01.59065906F226A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8935_7.WA07.59065906F226A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8935_8.WA08.59065906F226A.mxf
885,KT8936_1.WA01.59065906F227A; KT8936_7.WA07.59065906F227A; KT8936_8.WA08.59065906F227A;     716  /t 9   ,2:41723d703c87829c03c524e519eaa0d1; 2:642c426dc1dc26bffac094fc70c817ec; 2:d8736830dfdb8c0d8fb938f6ba5a24e6,00:00:00:00:100/1,00:01:10:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8936_1.WA01.59065906F227A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8936_7.WA07.59065906F227A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8936_8.WA08.59065906F227A.mxf
886,KT8937_1.WA01.59065906F228A; KT8937_7.WA07.59065906F228A; KT8937_8.WA08.59065906F228A;     716  /w10   ,2:807b123ea18e23158f823a97207400cd; 2:81d46e0a324fa8ba1558688db01477c6; 2:03d4670028f0b695ec6b69dbcb5c502a,00:00:00:00:100/1,00:00:58:52:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8937_1.WA01.59065906F228A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8937_7.WA07.59065906F228A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8937_8.WA08.59065906F228A.mxf
887,KT8938_1.WA01.59065906F228A; KT8938_7.WA07.59065906F228A; KT8938_8.WA08.59065906F228A;     716  /w11   ,2:3ad2720f07d95fbfa34dfa03fdea3716; 2:b39801c4f2544b837fe00c877b01e6f2; 2:9b92043134e235763d9c0d77f75e3606,00:00:00:00:100/1,00:00:40:96:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8938_1.WA01.59065906F228A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8938_7.WA07.59065906F228A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8938_8.WA08.59065906F228A.mxf
888,KT8939_1.WA01.59065906F229A; KT8939_7.WA07.59065906F229A; KT8939_8.WA08.59065906F229A;     716  /w12   ,2:d8fe1ee06325c6b6fd5772ec45dddf82; 2:7196896880f7cdcac6126c20065869d0; 2:73c8e4c18765446c27be35e583ab2a21,00:00:00:00:100/1,00:00:54:32:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8939_1.WA01.59065906F229A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8939_7.WA07.59065906F229A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8939_8.WA08.59065906F229A.mxf
889,KT8940_1.WA01.59065906F229A; KT8940_2.WA02.59065906F229A; KT8940_7.WA07.59065906F229A; KT8940_8.WA08.59065906F229A;     741  /t 1   ,2:976beea59bc4304747843714243b27c3; 2:cafa30db991d2a19841eddbc7caa7136; 2:4b435e8716417b320a1b2ac5c10d3746; 2:d92299a35586584b42d0c43ad867441b,00:00:00:00:100/1,00:01:16:20:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8940_1.WA01.59065906F229A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8940_2.WA02.59065906F229A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8940_7.WA07.59065906F229A.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8940_8.WA08.59065906F229A.mxf
890,KT8943_1.WA01.59065906F22CA; KT8943_2.WA02.59065906F22CA; KT8943_7.WA07.59065906F22CA; KT8943_8.WA08.59065906F22CA;     741  /w 4   ,2:b945454966f8abbde259f6db269289f7; 2:b55ff4ace92837627971371f309fc456; 2:7ea3134c48035f9ecddacd09a20ef8aa; 2:442fc3a07096cb4243bf79bf56a182b3,00:00:00:00:100/1,00:00:55:76:100/1,Avid MediaFiles/MXF/AVID2.1 20170428/KT8943_1.WA01.59065906F22CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8943_2.WA02.59065906F22CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8943_7.WA07.59065906F22CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170428/KT8943_8.WA08.59065906F22CA.mxf
